date,contract,oi,traders,CL,CS,NL,NS,trCL,trCS,trNL,trNS,c4L,c4S,c8L,c8S,comm_gross,nonc_gross,comm_net,nonc_net,bf_per_contract,oi_bf,CL_bf,CS_bf,NL_bf,NS_bf,comm_gross_bf,nonc_gross_bf,comm_net_bf,nonc_net_bf,y,m
2026-04-07,LUMBER,9957,85,7157,2334,1781,6615,27,17,14,36,39.4,31.3,56.8,49.2,9491,8396,4823,-4834,27500,273817500,196817500,64185000,48977500,181912500,261002500,230890000,132632500,-132935000,2026,4
2026-04-14,LUMBER,10343,85,7661,2317,1651,6942,27,16,14,38,39.8,31.2,57.9,49.0,9978,8593,5344,-5291,27500,284432500,210677500,63717500,45402500,190905000,274395000,236307500,146960000,-145502500,2026,4
2026-04-21,LUMBER,10188,87,7606,2311,1600,6854,28,17,14,39,39.4,32.4,57.6,50.8,9917,8454,5295,-5254,27500,280170000,209165000,63552500,44000000,188485000,272717500,232485000,145612500,-144485000,2026,4
2026-04-28,LUMBER,10260,86,7650,2074,1585,7212,27,16,13,40,40.8,32.4,60.1,48.9,9724,8797,5576,-5627,27500,282150000,210375000,57035000,43587500,198330000,267410000,241917500,153340000,-154742500,2026,4
2026-05-05,LUMBER,9741,83,7120,1966,1664,6930,23,13,12,41,45.5,34.2,63.2,52.2,9086,8594,5154,-5266,27500,267877500,195800000,54065000,45760000,190575000,249865000,236335000,141735000,-144815000,2026,5
2026-05-12,LUMBER,9348,75,6826,1824,1666,6745,20,8,12,39,47.5,36.2,65.8,54.8,8650,8411,5002,-5079,27500,257070000,187715000,50160000,45815000,185487500,237875000,231302500,137555000,-139672500,2026,5
2026-05-19,LUMBER,9115,73,6405,1848,1849,6546,18,11,12,37,46.2,37.3,64.0,55.9,8253,8395,4557,-4697,27500,250662500,176137500,50820000,50847500,180015000,226957500,230862500,125317500,-129167500,2026,5
2026-05-26,LUMBER,9248,78,6512,1901,1910,6549,21,11,14,37,46.3,36.7,63.0,55.1,8413,8459,4611,-4639,27500,254320000,179080000,52277500,52525000,180097500,231357500,232622500,126802500,-127572500,2026,5
2026-06-02,LUMBER,9718,84,6780,2305,1924,6571,23,14,17,38,43.5,35.0,59.3,52.6,9085,8495,4475,-4647,27500,267245000,186450000,63387500,52910000,180702500,249837500,233612500,123062500,-127792500,2026,6
2026-06-09,LUMBER,9251,85,5362,2844,2764,5544,20,14,23,31,39.1,36.7,54.8,54.2,8206,8308,2518,-2780,27500,254402500,147455000,78210000,76010000,152460000,225665000,228470000,69245000,-76450000,2026,6
2026-06-16,LUMBER,7574,75,3134,3776,3180,2851,15,16,23,25,34.0,34.4,48.0,52.9,6910,6031,-642,329,27500,208285000,86185000,103840000,87450000,78402500,190025000,165852500,-17655000,9047500,2026,6
2026-06-23,LUMBER,7066,70,2686,4226,3253,1895,11,16,21,22,30.8,39.1,47.3,57.6,6912,5148,-1540,1358,27500,194315000,73865000,116215000,89457500,52112500,190080000,141570000,-42350000,37345000,2026,6
2026-06-30,LUMBER,6753,71,2948,3843,2888,2302,18,16,19,25,31.5,42.2,48.6,58.1,6791,5190,-895,586,27500,185707500,81070000,105682500,79420000,63305000,186752500,142725000,-24612500,16115000,2026,6
2026-07-07,LUMBER,6632,68,2694,3784,2897,2291,14,16,20,22,31.3,42.7,48.0,59.2,6478,5188,-1090,606,27500,182380000,74085000,104060000,79667500,63002500,178145000,142670000,-29975000,16665000,2026,7
2026-07-14,LUMBER,6096,58,2091,3715,3169,1934,11,14,19,17,28.4,46.7,47.6,65.8,5806,5103,-1624,1235,27500,167640000,57502500,102162500,87147500,53185000,159665000,140332500,-44660000,33962500,2026,7
2026-07-21,LUMBER,6938,65,2392,4372,3493,1939,14,14,23,17,30.3,47.1,49.5,65.5,6764,5432,-1980,1554,27500,190795000,65780000,120230000,96057500,53322500,186010000,149380000,-54450000,42735000,2026,7
